label,pattern,replace,rank
anoplura,p. brachyrrhyncha,Polyplax brachyrrhyncha,species
anoplura,p. brachyrrhynchus,Polyplax brachyrrhyncha,species
anoplura,p. brachyuromyis,Polyplax brachyuromyis,species
anoplura,p. breviceps,Pedicinus obtusus,species
anoplura,p. brygooi,Phthirpediculus brygooi,species
anoplura,p. bufali capensis,Haematopinus bufali,species
anoplura,p. bufali europaei,Haematopinus tuberculatus,species
anoplura,p. bufali,Haematopinus bufali,species
anoplura,p. bullimae,Polyplax bullimae,species
anoplura,p. bureschi,Polyplax bureschi,species
anoplura,p. calomysci,Polyplax calomysci,species
anoplura,p. caluri,Polyplax caluri,species
anoplura,p. calva,Proenderleinellus calva,species
anoplura,p. cameli,Microthoracius cameli,species
anoplura,p. campylopteri,Polyplax spinulosa,species
anoplura,p. cannomydis,Polyplax cannomydis,species
anoplura,p. capitis angustus,Pediculus humanus,species
anoplura,p. capitis maculatus,Pediculus humanus,species
anoplura,p. capitis,Pediculus humanus,species
anoplura,p. caviae capensis,Prolinognathus caviae-capensis,species
anoplura,p. caviae-capensis,Prolinognathus caviae-capensis,species
anoplura,p. cercocebi,Pedicinus cercocebi,species
anoplura,p. cervicalis,Pediculus humanus,species
anoplura,p. chapini,Pediculus mj�bergi,species
anoplura,p. chavesi,Pthirus pubis,species
anoplura,p. chinensis,Polyplax chinensis,species
anoplura,p. clavicornis,Pediculus clavicornis,species
anoplura,p. collaris,Prolinognathus caviae-capensis,species
anoplura,p. colobi,Pedicinus colobi,species
anoplura,p. columbiana,Linognathoides laeviusculus,species
anoplura,p. consobrinus,Pediculus humanus,species
anoplura,p. corporis angustus,Pediculus humanus,species
anoplura,p. corporis marginatus,Pediculus humanus,species
anoplura,p. corporis nigritarum,Pediculus humanus,species
anoplura,p. corporis,Pediculus humanus,species
anoplura,p. crassicornis,Solenopotes burmeisteri,species
anoplura,p. cricetulis,Polyplax cricetulis,species
anoplura,p. cummingsi,Polyplax cummingsi,species
anoplura,p. curtipenitus,Pedicinus curtipenitus,species
anoplura,p. cutchicus,Polyplax cutchicus,species
anoplura,p. cynopitheci,Pedicinus cynopitheci,species
anoplura,p. dacnomydis,Polyplax dacnomydis,species
anoplura,p. deltoides,Polyplax reclinata,species
anoplura,p. dentaticornis,Polyplax dentaticornis,species
anoplura,p. denticulatus,Polyplax spinulosa,species
anoplura,p. deomydis,Polyplax deomydis,species
anoplura,p. dolichura,Polyplax dolichura,species
anoplura,p. ellobii,Polyplax ellobii,species
anoplura,p. emarginata,Paradoxophthirus emarginata,species
anoplura,p. eminatus,Polyplax waterstoni,species
anoplura,p. eriopepli,Polyplax eropepli,species
anoplura,p. eropepli,Polyplax eropepli,species
anoplura,p. eurygaster,Pedicinus eurygaster,species
anoplura,p. eurysternus,Haematopinus eurysternus,species
anoplura,p. expressa,Polyplax expressa,species
anoplura,p. faini,Prolinognathus faini,species
anoplura,p. fastigatus,Pedicinus pictus,species
anoplura,p. ferrisi,Prolinognathus ferrisi,species
anoplura,p. ferus,Pthirus pubis,species
anoplura,p. flavidus,Linognathus setosus,species
anoplura,p. fluctus ochotensis,Proechinophthirus fluctus,species
anoplura,p. fluctus,Proechinophthirus fluctus,species
anoplura,p. foleyi,Prolinognathus foleyi,species
anoplura,p. friedenthali,Pediculus humanus,species
anoplura,p. gerbilli,Polyplax gerbilli,species
anoplura,p. glareoli,Polyplax hannswrangeli,species
anoplura,p. gorillae,Pthirus gorillae,species
anoplura,p. graciliceps,Pedicinus obtusus,species
anoplura,p. gracilis,Polyplax gracilis,species
anoplura,p. grammomydis,Polyplax grammomydis,species
anoplura,p. guatemalensis,Polyplax guatemalensis,species
anoplura,p. hamadryas,Pedicinus hamadryas,species
anoplura,p. hannswrangeli,Polyplax hannswrangeli,species
anoplura,p. hilli,Eulinognathus hilli,species
anoplura,p. hirci,Linognathus stenopsis,species
anoplura,p. hispida,Hoplopleura hispida,species
anoplura,p. hispidus,Hoplopleura hispida,species
anoplura,p. hoogstraali,Polyplax hoogstraali,species
anoplura,p. hopkinsi,Polyplax hopkinsi,species
anoplura,p. horridus,Echinophthirius horridus,species
anoplura,p. humae,Polyplax humae,species
anoplura,p. humanus americanus,Pediculus humanus,species
anoplura,p. humanus capitis,Pediculus humanus,species
anoplura,p. humanus chinensis,Pediculus humanus,species
anoplura,p. humanus corporis,Pediculus humanus,species
anoplura,p. humanus humanus,Pediculus humanus,species
anoplura,p. humanus marginatus,Pediculus humanus,species
anoplura,p. humanus schaeffi,Pediculus schaeffi,species
anoplura,p. humanus,Pediculus humanus,species
anoplura,p. hurrianicus,Polyplax hurrianicus,species
anoplura,p. imitans,Pterophthirus imitans,species
anoplura,p. indica,Polyplax indica,species
anoplura,p. inguinalis,Pthirus pubis,species
anoplura,p. insulsa,Polyplax insulsa,species
anoplura,p. isopus,Linognathus setosus,species
anoplura,p. javalii,Pecaroecus javalii,species
anoplura,p. jonesi,Polyplax jonesi,species
anoplura,p. kaiseri,Polyplax kaiseri,species
anoplura,p. kondana,Polyplax kondana,species
anoplura,p. laeviuscula,Linognathoides laeviusculus,species
anoplura,p. laeviusculus,Linognathoides laeviusculus,species
anoplura,p. lawrensis,Eulinognathus lawrensis,species
anoplura,p. leptocephalus,Prolinognathus leptocephalus,species
anoplura,p. lobatus,Pediculus mj�bergi,species
anoplura,p. longiceps,Pedicinus obtusus,species
anoplura,p. longus,Abrocomaphthirus longus,species
anoplura,p. lyriceps,Haemodipsus lyriocephalus,species
anoplura,p. lyriocephalus,Haemodipsus lyriocephalus,species
anoplura,p. macrocephalus,Haematopinus asini,species
anoplura,p. marouaensis,Prolinognathus marouaensis,species
anoplura,p. melasmothrixi,Polyplax melasmothrixi,species
anoplura,p. meridionalis,Polyplax meridionalis,species
anoplura,p. miacantha,Polyplax miacantha,species
anoplura,p. micropilosus,Pedicinus eurygaster,species
anoplura,p. microps,Pedicinus eurygaster,species
anoplura,p. miopitheci,Pedicinus miopitheci,species
anoplura,p. mj�bergi,Pediculus mj�bergi,species
anoplura,p. myotomydis,Polyplax myotomydis,species
anoplura,p. nadleri,Pedicinus nadleri,species
anoplura,p. neopedicinus ancoratus,Pedicinus ancoratus,species
anoplura,p. neopedicinus badii,Pedicinus badii,species
anoplura,p. neopedicinus cercocebi,Pedicinus cercocebi,species
anoplura,p. neopedicinus ferrisi,Pedicinus ferrisi,species
anoplura,p. neopedicinus miopitheci,Pedicinus miopitheci,species
anoplura,p. neopedicinus patas,Pedicinus patas,species
anoplura,p. neopedicinus pictus ethiopicus,Pedicinus pictus,species
anoplura,p. neopedicinus pictus fastigatus,Pedicinus pictus,species
anoplura,p. neopedicinus pictus gambiensis,Pedicinus pictus,species
anoplura,p. neopedicinus pictus pictus,Pedicinus pictus,species
anoplura,p. neopedicinus pictus polykomi,Pedicinus pictus,species
anoplura,p. neopedicinus pictus,Pedicinus pictus,species
anoplura,p. neopedicinus veri,Pedicinus veri,species
anoplura,p. nesomydis,Polyplax nesomydis,species
anoplura,p. nigrescens,Pediculus humanus,species
anoplura,p. nigritarum,Pediculus humanus,species
anoplura,p. oblongus,Pediculus humanus,species
anoplura,p. obtusus,Pedicinus obtusus,species
anoplura,p. opimi,Polyplax opimi,species
anoplura,p. otomydis,Polyplax otomydis,species
anoplura,p. oxyrrhyncha,Polyplax oxyrrhyncha,species
anoplura,p. oxyrrhynchus,Polyplax oxyrrhyncha,species
anoplura,p. paenipediculus simiae,Pediculus schaeffi,species
anoplura,p. painei,Polyplax auricularis,species
anoplura,p. papillosus,Haematopinus bufali,species
anoplura,p. paradoxa,Polyplax paradoxa,species
anoplura,p. paralleliceps,Pedicinus obtusus,species
anoplura,p. parapedicinus albidus,Pedicinus albidus,species
anoplura,p. parapedicinus colobi,Pedicinus colobi,species
anoplura,p. parapedicinus cynopitheci,Pedicinus cynopitheci,species
anoplura,p. parapedicinus hamadryas cercopitheci,Pedicinus hamadryas,species
anoplura,p. parapedicinus hamadryas cynocephafi,Pedicinus hamadryas,species
anoplura,p. parapedicinus hamadryas hamadryas,Pedicinus hamadryas,species
anoplura,p. parapedicinus nadleri,Pedicinus nadleri,species
anoplura,p. parapedicinus obtusus graciliceps,Pedicinus obtusus,species
anoplura,p. parapedicinus obtusus japonicus,Pedicinus obtusus,species
anoplura,p. parapedicinus obtusus longiceps,Pedicinus obtusus,species
anoplura,p. parapedicinus obtusus obtusus,Pedicinus obtusus,species
anoplura,p. parapedicinus obtusus paralleliceps,Pedicinus obtusus,species
anoplura,p. parapedicinus obtusus ssp.i.,Pedicinus obtusus,species
anoplura,p. parapediculus atelophilus,Pediculus mj�bergi,species
anoplura,p. parapediculus chapini,Pediculus mj�bergi,species
anoplura,p. parapediculus lobatus,Pediculus mj�bergi,species
anoplura,p. parapediculus pseudohumanus,Pediculus humanus,species
anoplura,p. parataterae,Polyplax parataterae,species
anoplura,p. patas,Pedicinus patas,species
anoplura,p. pectinata,Hoplopleura pectinata,species
anoplura,p. pedicinus eurygaster breviceps,Pedicinus eurygaster,species
anoplura,p. pedicinus eurygaster eurygaster,Pedicinus eurygaster,species
anoplura,p. pedicinus eurygaster orientalis,Pedicinus eurygaster,species
anoplura,p. pediculus humanus americanus,Pediculus humanus,species
anoplura,p. pediculus humanus angustus,Pediculus humanus,species
anoplura,p. pediculus humanus nigritarum,Pediculus humanus,species
anoplura,p. petauristae,Neohaematopinus petauristae,species
anoplura,p. phloemydis,Polyplax phloemydis,species
anoplura,p. phocae,Echinophthirius horridus,species
anoplura,p. phthiropsis,Haematopinus bufali,species
anoplura,p. phthisica,Polyplax phthisica,species
anoplura,p. piageti,Pedicinus eurygaster,species
anoplura,p. pictus,Pedicinus pictus,species
anoplura,p. piliferus,Linognathus setosus,species
anoplura,p. plesia,Polyplax plesia,species
anoplura,p. pleurophaea,Schizophthirus pleurophaeus,species
anoplura,p. pleurophaeus,Schizophthirus pleurophaeus,species
anoplura,p. polykomi,Pedicinus pictus,species
anoplura,p. praecisa,Polyplax praecisa,species
anoplura,p. praomydis,Polyplax praomydis,species
anoplura,p. pricei,Polyplax pricei,species
anoplura,p. propitheci,Phthirpediculus propitheci,species
anoplura,p. pseudohumanus,Pediculus humanus,species
anoplura,p. pubescens,Pediculus humanus,species
anoplura,p. pubis,Pthirus pubis,species
anoplura,p. punctatus,Haematopinus tuberculatus,species
anoplura,p. qiuae,Polyplax qiuae,species
anoplura,p. quadrumanus,Pediculus quadrumanus,species
anoplura,p. reclinata reclinata,Polyplax reclinata,species
anoplura,p. reclinata,Polyplax reclinata,species
anoplura,p. reclinatus,Polyplax reclinata,species
anoplura,p. rhesi,Pedicinus obtusus,species
anoplura,p. rhizomydis,Polyplax rhizomydis,species
anoplura,p. roseinnesi,Polyplax roseinnesi,species
anoplura,p. schaeffi,Pediculus schaeffi,species
anoplura,p. schistopyga,Linognathus stenopsis,species
anoplura,p. schulzi,Prolinognathus schulzi,species
anoplura,p. senegalemsis,Pedicinus senegalemsis,species
anoplura,p. serrata paxi,Polyplax serrata,species
anoplura,p. serrata,Polyplax serrata,species
anoplura,p. serratus,Polyplax serrata,species
anoplura,p. setosus,Linognathus setosus,species
anoplura,p. shimizui,Polyplax reclinata,species
anoplura,p. sindensis,Polyplax sindensis,species
anoplura,p. smallwoodae,Polyplax smallwoodae,species
anoplura,p. solivaga,Polyplax solivaga,species
anoplura,p. sphaerocephala,Enderleinellus nitzschi,species
anoplura,p. sphaerocephalus,Enderleinellus nitzschi,species
anoplura,p. spiculifer,Hoplopleura spiculifer,species
anoplura,p. spiniger,Polyplax spinigera,species
anoplura,p. spinigera,Polyplax spinigera,species
anoplura,p. spinulosa,Polyplax spinulosa,species
anoplura,p. spinulosus,Polyplax spinulosa,species
anoplura,p. splendida,Pterophthirus splendida,species
anoplura,p. steatomydis,Polyplax steatomydis,species
anoplura,p. stenopsis,Linognathus stenopsis,species
anoplura,p. stephensi,Polyplax stephensi,species
anoplura,p. subtaterae,Polyplax subtaterae,species
anoplura,p. suis,Haematopinus suis,species
anoplura,p. sumatranus,Phthirunculus sumatranus,species
anoplura,p. tabescentium,Pediculus humanus,species
anoplura,p. tarsomydis,Polyplax tarsomydis,species
anoplura,p. taterae mombassae,Polyplax taterae,species
anoplura,p. taterae subtaterae,Polyplax subtaterae,species
anoplura,p. taterae,Polyplax taterae,species
anoplura,p. tenuirostris,Linognathus vituli,species
anoplura,p. thamnomydis,Polyplax thamnomydis,species
anoplura,p. tongkinensis,Pedicinus tongkinensis,species
anoplura,p. tuberculatus,Haematopinus tuberculatus,species
anoplura,p. turkestanica major,Polyplax asiatica,species
anoplura,p. turkestanica turkestanica,Polyplax asiatica,species
anoplura,p. urius,Haematopinus suis,species
anoplura,p. vacillata,Polyplax vacillata,species
anoplura,p. ventricosa,Haemodipsus ventricosus,species
anoplura,p. veri,Pedicinus veri,species
anoplura,p. vestimenti,Pediculus humanus,species
anoplura,p. vicina,Polyplax vicina,species
anoplura,p. villosa,Hoplopleura acanthopus,species
anoplura,p. visenda,Polyplax visenda,species
anoplura,p. vituli,Linognathus vituli,species
anoplura,p. vulgaris,Pedicinus obtusus,species
anoplura,p. wallacei,Polyplax wallacei,species
anoplura,p. waterstoni,Polyplax waterstoni,species
anoplura,p. wernecki,Pterophthirus wernecki,species
anoplura,p. werneri,Polyplax werneri,species
anoplura,p. zumpti,Proechinophthirus zumpti,species
anoplura,paradoxophthirus emarginata,Paradoxophthirus emarginata,species
anoplura,paradoxophthirus,Paradoxophthirus,genus
anoplura,pecaroecus javalii,Pecaroecus javalii,species
anoplura,pecaroecus,Pecaroecus,genus
anoplura,pedicinus albidus,Pedicinus albidus,species
anoplura,pedicinus ancoratus,Pedicinus ancoratus,species
anoplura,pedicinus atratulus,Pedicinus atratulus,species
anoplura,pedicinus badii,Pedicinus badii,species
anoplura,pedicinus badiivorus,Pedicinus badii,species
anoplura,pedicinus bilobatus,Pedicinus patas,species
anoplura,pedicinus breviceps,Pedicinus obtusus,species
anoplura,pedicinus cercocebi,Pedicinus cercocebi,species
anoplura,pedicinus colobi,Pedicinus colobi,species
anoplura,pedicinus curtipenitus,Pedicinus curtipenitus,species
anoplura,pedicinus cynopitheci,Pedicinus cynopitheci,species
anoplura,pedicinus eurygaster,Pedicinus eurygaster,species
anoplura,pedicinus fastigatus,Pedicinus pictus,species
anoplura,pedicinus ferrisi,Pedicinus ferrisi,species
anoplura,pedicinus graciliceps,Pedicinus obtusus,species
anoplura,pedicinus hamadryas,Pedicinus hamadryas,species
anoplura,pedicinus longiceps,Pedicinus obtusus,species
anoplura,pedicinus miopitheci,Pedicinus miopitheci,species
anoplura,pedicinus nadleri,Pedicinus nadleri,species
anoplura,pedicinus neopedicinus ancoratus,Pedicinus ancoratus,species
anoplura,pedicinus neopedicinus badii,Pedicinus badii,species
anoplura,pedicinus neopedicinus cercocebi,Pedicinus cercocebi,species
anoplura,pedicinus neopedicinus ferrisi,Pedicinus ferrisi,species
anoplura,pedicinus neopedicinus miopitheci,Pedicinus miopitheci,species
anoplura,pedicinus neopedicinus patas,Pedicinus patas,species
anoplura,pedicinus neopedicinus pictus ethiopicus,Pedicinus pictus,species
anoplura,pedicinus neopedicinus pictus fastigatus,Pedicinus pictus,species
anoplura,pedicinus neopedicinus pictus gambiensis,Pedicinus pictus,species
anoplura,pedicinus neopedicinus pictus pictus,Pedicinus pictus,species
anoplura,pedicinus neopedicinus pictus polykomi,Pedicinus pictus,species
anoplura,pedicinus neopedicinus pictus,Pedicinus pictus,species
anoplura,pedicinus neopedicinus veri,Pedicinus veri,species
anoplura,pedicinus obtusus,Pedicinus obtusus,species
anoplura,pedicinus paralleliceps,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus albidus,Pedicinus albidus,species
anoplura,pedicinus parapedicinus colobi,Pedicinus colobi,species
anoplura,pedicinus parapedicinus cynopitheci,Pedicinus cynopitheci,species
anoplura,pedicinus parapedicinus hamadryas cercopitheci,Pedicinus hamadryas,species
anoplura,pedicinus parapedicinus hamadryas cynocephafi,Pedicinus hamadryas,species
anoplura,pedicinus parapedicinus hamadryas hamadryas,Pedicinus hamadryas,species
anoplura,pedicinus parapedicinus nadleri,Pedicinus nadleri,species
anoplura,pedicinus parapedicinus obtusus graciliceps,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus obtusus japonicus,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus obtusus longiceps,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus obtusus obtusus,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus obtusus paralleliceps,Pedicinus obtusus,species
anoplura,pedicinus parapedicinus obtusus ssp.i.,Pedicinus obtusus,species
anoplura,pedicinus patas,Pedicinus patas,species
anoplura,pedicinus pedicinus eurygaster breviceps,Pedicinus eurygaster,species
anoplura,pedicinus pedicinus eurygaster eurygaster,Pedicinus eurygaster,species
anoplura,pedicinus pedicinus eurygaster orientalis,Pedicinus eurygaster,species
anoplura,pedicinus piageti,Pedicinus eurygaster,species
anoplura,pedicinus pictus,Pedicinus pictus,species
anoplura,pedicinus polykomi,Pedicinus pictus,species
anoplura,pedicinus rhesi,Pedicinus obtusus,species
anoplura,pedicinus senegalemsis,Pedicinus senegalemsis,species
anoplura,pedicinus tongkinensis,Pedicinus tongkinensis,species
anoplura,pedicinus veri,Pedicinus veri,species
anoplura,pedicinus vulgaris,Pedicinus obtusus,species
anoplura,pedicinus,Pedicinus,genus
anoplura,pediculus acanthopus,Hoplopleura acanthopus,species
anoplura,pediculus affinis,Pediculus mj�bergi,species
anoplura,pediculus albidior,Pediculus humanus,species
anoplura,pediculus aquaticus,Pediculus aquaticus,species
anoplura,pediculus asini,Haematopinus asini,species
anoplura,pediculus assimilis,Pediculus humanus,species
anoplura,pediculus atelophilus,Pediculus mj�bergi,species
anoplura,pediculus bovis vituli,Linognathus vituli,species
anoplura,pediculus bufali capensis,Haematopinus bufali,species
anoplura,pediculus bufali europaei,Haematopinus tuberculatus,species
anoplura,pediculus bufali,Haematopinus bufali,species
anoplura,pediculus cameli,Microthoracius cameli,species
anoplura,pediculus capitis angustus,Pediculus humanus,species
anoplura,pediculus capitis maculatus,Pediculus humanus,species
anoplura,pediculus capitis,Pediculus humanus,species
anoplura,pediculus caviae capensis,Prolinognathus caviae-capensis,species
anoplura,pediculus cervicalis,Pediculus humanus,species
anoplura,pediculus chapini,Pediculus mj�bergi,species
anoplura,pediculus clavicornis,Pediculus clavicornis,species
anoplura,pediculus collaris,Prolinognathus caviae-capensis,species
anoplura,pediculus consobrinus,Pediculus humanus,species
anoplura,pediculus corporis angustus,Pediculus humanus,species
anoplura,pediculus corporis marginatus,Pediculus humanus,species
anoplura,pediculus corporis nigritarum,Pediculus humanus,species
anoplura,pediculus corporis,Pediculus humanus,species
anoplura,pediculus crassicornis,Solenopotes burmeisteri,species
anoplura,pediculus denticulatus,Polyplax spinulosa,species
anoplura,pediculus eurygaster,Pedicinus eurygaster,species
anoplura,pediculus eurysternus,Haematopinus eurysternus,species
anoplura,pediculus ferus,Pthirus pubis,species
anoplura,pediculus flavidus,Linognathus setosus,species
anoplura,pediculus friedenthali,Pediculus humanus,species
anoplura,pediculus hirci,Linognathus stenopsis,species
anoplura,pediculus hispidus,Hoplopleura hispida,species
anoplura,pediculus horridus,Echinophthirius horridus,species
anoplura,pediculus humanus americanus,Pediculus humanus,species
anoplura,pediculus humanus capitis,Pediculus humanus,species
anoplura,pediculus humanus chinensis,Pediculus humanus,species
anoplura,pediculus humanus corporis,Pediculus humanus,species
anoplura,pediculus humanus humanus,Pediculus humanus,species
anoplura,pediculus humanus marginatus,Pediculus humanus,species
anoplura,pediculus humanus schaeffi,Pediculus schaeffi,species
anoplura,pediculus humanus,Pediculus humanus,species
anoplura,pediculus isopus,Linognathus setosus,species
anoplura,pediculus laeviusculus,Linognathoides laeviusculus,species
anoplura,pediculus leptocephalus,Prolinognathus leptocephalus,species
anoplura,pediculus lobatus,Pediculus mj�bergi,species
anoplura,pediculus lyriceps,Haemodipsus lyriocephalus,species
anoplura,pediculus lyriocephalus,Haemodipsus lyriocephalus,species
anoplura,pediculus macrocephalus,Haematopinus asini,species
anoplura,pediculus microps,Pedicinus eurygaster,species
anoplura,pediculus mj�bergi,Pediculus mj�bergi,species
anoplura,pediculus nigrescens,Pediculus humanus,species
anoplura,pediculus nigritarum,Pediculus humanus,species
anoplura,pediculus oblongus,Pediculus humanus,species
anoplura,pediculus oxyrrhynchus,Linognathus vituli,species
anoplura,pediculus paenipediculus simiae,Pediculus schaeffi,species
anoplura,pediculus papillosus,Haematopinus bufali,species
anoplura,pediculus parapediculus atelophilus,Pediculus mj�bergi,species
anoplura,pediculus parapediculus chapini,Pediculus mj�bergi,species
anoplura,pediculus parapediculus lobatus,Pediculus mj�bergi,species
anoplura,pediculus parapediculus pseudohumanus,Pediculus humanus,species
anoplura,pediculus pediculus humanus americanus,Pediculus humanus,species
anoplura,pediculus pediculus humanus angustus,Pediculus humanus,species
anoplura,pediculus pediculus humanus nigritarum,Pediculus humanus,species
anoplura,pediculus phocae,Echinophthirius horridus,species
anoplura,pediculus phthiropsis,Haematopinus bufali,species
anoplura,pediculus piliferus,Linognathus setosus,species
anoplura,pediculus pleurophaeus,Schizophthirus pleurophaeus,species
anoplura,pediculus pseudohumanus,Pediculus humanus,species
anoplura,pediculus pubescens,Pediculus humanus,species
anoplura,pediculus pubis,Pthirus pubis,species
anoplura,pediculus punctatus,Haematopinus tuberculatus,species
anoplura,pediculus quadrumanus,Pediculus quadrumanus,species
anoplura,pediculus reclinatus,Polyplax reclinata,species
anoplura,pediculus schaeffi,Pediculus schaeffi,species
anoplura,pediculus schistopyga,Linognathus stenopsis,species
anoplura,pediculus serratus,Polyplax serrata,species
anoplura,pediculus setosus,Linognathus setosus,species
anoplura,pediculus sphaerocephalus,Enderleinellus nitzschi,species
anoplura,pediculus spiculifer,Hoplopleura spiculifer,species
anoplura,pediculus spiniger,Polyplax spinigera,species
anoplura,pediculus spinulosus,Polyplax spinulosa,species
anoplura,pediculus stenopsis,Linognathus stenopsis,species
anoplura,pediculus suis,Haematopinus suis,species
anoplura,pediculus tabescentium,Pediculus humanus,species
anoplura,pediculus tenuirostris,Linognathus vituli,species
anoplura,pediculus tuberculatus,Haematopinus tuberculatus,species
anoplura,pediculus urius,Haematopinus suis,species
anoplura,pediculus vestimenti,Pediculus humanus,species
anoplura,pediculus vituli,Linognathus vituli,species
anoplura,pediculus,Pediculus,genus
anoplura,petauristophthirus petauristae,Neohaematopinus petauristae,species
anoplura,petauristophthirus,Petauristophthirus,genus
anoplura,phthirpedicinus eurygaster,Pedicinus eurygaster,species
anoplura,phthirpedicinus micropilosus,Pedicinus eurygaster,species
anoplura,phthirpedicinus microps,Pedicinus eurygaster,species
anoplura,phthirpedicinus piageti,Pedicinus eurygaster,species
anoplura,phthirpedicinus,Phthirpedicinus,genus
anoplura,phthirpediculus avahidis,Phthirpediculus avahidis,species
anoplura,phthirpediculus brygooi,Phthirpediculus brygooi,species
anoplura,phthirpediculus propitheci,Phthirpediculus propitheci,species
anoplura,phthirpediculus,Phthirpediculus,genus
anoplura,phthirunculus sumatranus,Phthirunculus sumatranus,species
anoplura,phthirunculus,Phthirunculus,genus
anoplura,phthirus chavesi,Pthirus pubis,species
anoplura,phthirus gorillae,Pthirus gorillae,species
anoplura,phthirus pubis,Pthirus pubis,species
anoplura,phthirus,Phthirus,genus
anoplura,polyplax abscisa,Polyplax alaskensis,species
anoplura,polyplax abyssinica,Polyplax abyssinica,species
anoplura,polyplax acanthopus,Hoplopleura acanthopus,species
anoplura,polyplax acomydis,Polyplax acomydis,species
anoplura,polyplax affinis,Polyplax serrata,species
anoplura,polyplax alaskensis,Polyplax alaskensis,species
anoplura,polyplax antennata,Polyplax antennata,species
anoplura,polyplax arvicanthis,Polyplax arvicanthis,species
anoplura,polyplax asiatica,Polyplax asiatica,species
anoplura,polyplax auricularis,Polyplax auricularis,species
anoplura,polyplax beaucournui,Polyplax beaucournui,species
anoplura,polyplax bidentatus,Hoplopleura bidentata,species
anoplura,polyplax biseriata,Polyplax biseriata,species
anoplura,polyplax blanfordi,Polyplax blanfordi,species
anoplura,polyplax borealis,Polyplax borealis,species
anoplura,polyplax brachyrrhyncha,Polyplax brachyrrhyncha,species
anoplura,polyplax brachyrrhynchus,Polyplax brachyrrhyncha,species
anoplura,polyplax brachyuromyis,Polyplax brachyuromyis,species
anoplura,polyplax bullimae,Polyplax bullimae,species
anoplura,polyplax bureschi,Polyplax bureschi,species
anoplura,polyplax calomysci,Polyplax calomysci,species
anoplura,polyplax caluri,Polyplax caluri,species
anoplura,polyplax calva,Proenderleinellus calva,species
anoplura,polyplax campylopteri,Polyplax spinulosa,species
anoplura,polyplax cannomydis,Polyplax cannomydis,species
anoplura,polyplax chinensis,Polyplax chinensis,species
anoplura,polyplax columbiana,Linognathoides laeviusculus,species
anoplura,polyplax cricetulis,Polyplax cricetulis,species
anoplura,polyplax cummingsi,Polyplax cummingsi,species
anoplura,polyplax cutchicus,Polyplax cutchicus,species
anoplura,polyplax dacnomydis,Polyplax dacnomydis,species
anoplura,polyplax deltoides,Polyplax reclinata,species
anoplura,polyplax dentaticornis,Polyplax dentaticornis,species
anoplura,polyplax deomydis,Polyplax deomydis,species
anoplura,polyplax dolichura,Polyplax dolichura,species
anoplura,polyplax ellobii,Polyplax ellobii,species
anoplura,polyplax eminatus,Polyplax waterstoni,species
anoplura,polyplax eriopepli,Polyplax eropepli,species
anoplura,polyplax eropepli,Polyplax eropepli,species
anoplura,polyplax expressa,Polyplax expressa,species
anoplura,polyplax gerbilli,Polyplax gerbilli,species
anoplura,polyplax glareoli,Polyplax hannswrangeli,species
anoplura,polyplax gracilis,Polyplax gracilis,species
anoplura,polyplax grammomydis,Polyplax grammomydis,species
anoplura,polyplax guatemalensis,Polyplax guatemalensis,species
anoplura,polyplax hannswrangeli,Polyplax hannswrangeli,species
anoplura,polyplax hispida,Hoplopleura hispida,species
anoplura,polyplax hoogstraali,Polyplax hoogstraali,species
anoplura,polyplax hopkinsi,Polyplax hopkinsi,species
anoplura,polyplax humae,Polyplax humae,species
anoplura,polyplax hurrianicus,Polyplax hurrianicus,species
anoplura,polyplax indica,Polyplax indica,species
anoplura,polyplax insulsa,Polyplax insulsa,species
anoplura,polyplax jonesi,Polyplax jonesi,species
anoplura,polyplax kaiseri,Polyplax kaiseri,species
anoplura,polyplax kondana,Polyplax kondana,species
anoplura,polyplax laeviuscula,Linognathoides laeviusculus,species
anoplura,polyplax longus,Abrocomaphthirus longus,species
anoplura,polyplax melasmothrixi,Polyplax melasmothrixi,species
anoplura,polyplax meridionalis,Polyplax meridionalis,species
anoplura,polyplax miacantha,Polyplax miacantha,species
anoplura,polyplax myotomydis,Polyplax myotomydis,species
anoplura,polyplax nesomydis,Polyplax nesomydis,species
anoplura,polyplax opimi,Polyplax opimi,species
anoplura,polyplax otomydis,Polyplax otomydis,species
anoplura,polyplax oxyrrhyncha,Polyplax oxyrrhyncha,species
anoplura,polyplax oxyrrhynchus,Polyplax oxyrrhyncha,species
anoplura,polyplax painei,Polyplax auricularis,species
anoplura,polyplax paradoxa,Polyplax paradoxa,species
anoplura,polyplax parataterae,Polyplax parataterae,species
anoplura,polyplax pectinata,Hoplopleura pectinata,species
anoplura,polyplax phloemydis,Polyplax phloemydis,species
anoplura,polyplax phthisica,Polyplax phthisica,species
anoplura,polyplax plesia,Polyplax plesia,species
anoplura,polyplax pleurophaea,Schizophthirus pleurophaeus,species
anoplura,polyplax praecisa,Polyplax praecisa,species
anoplura,polyplax praomydis,Polyplax praomydis,species
anoplura,polyplax pricei,Polyplax pricei,species
anoplura,polyplax qiuae,Polyplax qiuae,species
